Employee Name,Manager Name,Email,Date of Hire,Store,Shift Start,Shift End,Station,Hourly Pay Rate
"Glover, Michelle","Johnston, William",michelle.glover@abcfoodmart.com,2022-08-25,ABC Foodmart - Staten Island,2024-01-02 00:00,2024-01-02 00:00,deli,13.49
"Blanchard, Ricky","Waller, Chad",ricky.blanchard@abcfoodmart.com,2023-05-23,ABC Foodmart - Bay Ridge,2024-07-10 00:00,2024-07-10 00:00,fresh produce,13.78
"Jacobs, Brenda","David, Mr.",brenda.jacobs@abcfoodmart.com,2024-02-09,ABC Foodmart - Tribeca,2025-03-23 00:00,2025-03-23 00:00,bakery,16.05
"Wood, Joshua","Farrell, Christopher",joshua.wood@abcfoodmart.com,2022-11-26,ABC Foodmart - DUMBO,2024-07-13 00:00,2024-07-13 00:00,deli,13.09
"Marquez, Jeffrey","Waller, Chad",jeffrey.marquez@abcfoodmart.com,2023-02-19,ABC Foodmart - Tribeca,2024-04-09 00:00,2024-04-09 00:00,deli,18.68
"Bennett, Alec","Carter, Karen",alec.bennett@abcfoodmart.com,2023-10-03,ABC Foodmart - Staten Island,2024-07-21 00:00,2024-07-21 00:00,customer service,18.91
"Colon, Lindsey","Carter, Karen",lindsey.colon@abcfoodmart.com,2023-02-16,ABC Foodmart - Staten Island,2024-09-12 00:00,2024-09-12 00:00,floral,18.09
"Campbell, Bethany","Flores, Angela",bethany.campbell@abcfoodmart.com,2023-10-07,ABC Foodmart - DUMBO,2024-09-23 00:00,2024-09-23 00:00,frozen foods,17.46
"White, Kenneth","Johnston, William",kenneth.white@abcfoodmart.com,2023-01-22,ABC Foodmart - Bay Ridge,2024-12-10 00:00,2024-12-10 00:00,cashier,18.52
"Nichols, Brandon","Moran, John",brandon.nichols@abcfoodmart.com,2024-02-28,ABC Foodmart - Staten Island,2025-05-22 00:00,2025-05-22 00:00,cashier,17.60
"Wells, Monica","Cooper, Robert",monica.wells@abcfoodmart.com,2024-03-12,ABC Foodmart - DUMBO,2025-05-01 00:00,2025-05-01 00:00,bakery,12.73
"Nichols, Mitchell","Compton, Jeffrey",mitchell.nichols@abcfoodmart.com,2022-09-30,ABC Foodmart - DUMBO,2023-07-21 00:00,2023-07-21 00:00,customer service,16.45
"Werner, Kara","Hoffman, Tina",kara.werner@abcfoodmart.com,2023-10-12,ABC Foodmart - Bay Ridge,2025-05-22 00:00,2025-05-22 00:00,cashier,17.70
"Walters, Jay","Ellis, Grant",jay.walters@abcfoodmart.com,2023-12-17,ABC Foodmart - DUMBO,2025-08-30 00:00,2025-08-30 00:00,dairy,13.48
"Love, Thomas","Waller, Chad",thomas.love@abcfoodmart.com,2024-02-18,ABC Foodmart - Tribeca,2025-08-09 00:00,2025-08-09 00:00,floral,17.75
"Mckenzie, William","Hoffman, Tina",william.mckenzie@abcfoodmart.com,2023-01-04,ABC Foodmart - Whitestone,2024-03-18 00:00,2024-03-18 00:00,meats,17.38
"Garcia, Sarah","Compton, Jeffrey",sarah.garcia@abcfoodmart.com,2022-12-14,ABC Foodmart - Whitestone,2024-05-09 00:00,2024-05-09 00:00,deli,19.80
"Day, Natasha","Moran, John",natasha.day@abcfoodmart.com,2023-08-02,ABC Foodmart - Bay Ridge,2024-06-16 00:00,2024-06-16 00:00,seafood,16.56
"Gardner, Laura","Waller, Chad",laura.gardner@abcfoodmart.com,2023-09-04,ABC Foodmart - Whitestone,2025-01-24 00:00,2025-01-24 00:00,customer service,16.78
"Eric, Mr.","Moran, John",mr..eric@abcfoodmart.com,2022-09-02,ABC Foodmart - Bay Ridge,2023-08-01 00:00,2023-08-01 00:00,frozen foods,12.82
"Bennett, Alec","Cooper, Robert",alec.bennett@abcfoodmart.com,2023-10-03,ABC Foodmart - Tribeca,2024-08-14 00:00,2024-08-14 00:00,dry goods,17.84
"Thompson, Andrea","Waller, Chad",andrea.thompson@abcfoodmart.com,2023-01-06,ABC Foodmart - Bay Ridge,2024-03-22 00:00,2024-03-22 00:00,seafood,14.62
"Thompson, Andrea","Flores, Angela",andrea.thompson@abcfoodmart.com,2023-01-06,ABC Foodmart - Tribeca,2024-04-09 00:00,2024-04-09 00:00,seafood,14.39
"Henderson, Nancy","Williams, Gina",nancy.henderson@abcfoodmart.com,2023-12-30,ABC Foodmart - Whitestone,2024-12-03 00:00,2024-12-03 00:00,seafood,17.31
"Davis, Jennifer","Moran, John",jennifer.davis@abcfoodmart.com,2023-11-03,ABC Foodmart - Tribeca,2025-05-11 00:00,2025-05-11 00:00,customer service,14.97
"Smith, Brandy","Waller, Chad",brandy.smith@abcfoodmart.com,2023-12-26,ABC Foodmart - DUMBO,2025-05-31 00:00,2025-05-31 00:00,fresh produce,18.02
"Smith, Brandy","Johnston, William",brandy.smith@abcfoodmart.com,2023-12-26,ABC Foodmart - DUMBO,2025-06-14 00:00,2025-06-14 00:00,floral,18.94
"Conrad, Frederick","Flores, Angela",frederick.conrad@abcfoodmart.com,2023-11-24,ABC Foodmart - Tribeca,2025-06-13 00:00,2025-06-13 00:00,frozen foods,14.52
"Golden, Laurie","Moran, John",laurie.golden@abcfoodmart.com,2023-12-23,ABC Foodmart - Tribeca,2024-09-24 00:00,2024-09-24 00:00,frozen foods,18.69
"Moon, James","Williams, Gina",james.moon@abcfoodmart.com,2023-10-20,ABC Foodmart - Tribeca,2024-11-22 00:00,2024-11-22 00:00,meats,16.31
"Nguyen, Richard","Farrell, Christopher",richard.nguyen@abcfoodmart.com,2022-09-27,ABC Foodmart - Whitestone,2024-02-08 00:00,2024-02-08 00:00,fresh produce,13.78
"Love, Thomas","Moran, John",thomas.love@abcfoodmart.com,2024-02-18,ABC Foodmart - Tribeca,2025-08-30 00:00,2025-08-30 00:00,cashier,17.37
"Jordan, Carla","Ellis, Grant",carla.jordan@abcfoodmart.com,2023-12-17,ABC Foodmart - Whitestone,2024-12-16 00:00,2024-12-16 00:00,dry goods,15.09
"Shah, Amanda","Farrell, Christopher",amanda.shah@abcfoodmart.com,2023-10-07,ABC Foodmart - Tribeca,2024-12-28 00:00,2024-12-28 00:00,floral,16.81
"Burns, Kendra","Waller, Chad",kendra.burns@abcfoodmart.com,2022-12-13,ABC Foodmart - Staten Island,2024-04-27 00:00,2024-04-27 00:00,deli,14.04
"Campbell, Brittany","David, Mr.",brittany.campbell@abcfoodmart.com,2023-03-25,ABC Foodmart - Tribeca,2024-05-27 00:00,2024-05-27 00:00,customer service,16.92
"Campbell, Brittany","Carter, Karen",brittany.campbell@abcfoodmart.com,2023-03-25,ABC Foodmart - DUMBO,2024-06-16 00:00,2024-06-16 00:00,cashier,16.92
"Riley, Ashley","Ellis, Grant",ashley.riley@abcfoodmart.com,2022-08-17,ABC Foodmart - Bay Ridge,2024-01-23 00:00,2024-01-23 00:00,cashier,15.91
"Smith, Brandy","Cooper, Robert",brandy.smith@abcfoodmart.com,2023-12-26,ABC Foodmart - Tribeca,2025-06-21 00:00,2025-06-21 00:00,fresh produce,19.37
"Randolph, Emily","Ellis, Grant",emily.randolph@abcfoodmart.com,2023-03-09,ABC Foodmart - Staten Island,2024-04-29 00:00,2024-04-29 00:00,seafood,12.24
"Bryan, Mr.","Compton, Jeffrey",mr..bryan@abcfoodmart.com,2023-08-26,ABC Foodmart - DUMBO,2025-01-02 00:00,2025-01-02 00:00,pharmacy,17.35
"Jessica, Ms.","Moran, John",ms..jessica@abcfoodmart.com,2022-06-10,ABC Foodmart - Whitestone,2023-09-07 00:00,2023-09-07 00:00,frozen foods,14.84
"Werner, Kara","Compton, Jeffrey",kara.werner@abcfoodmart.com,2023-10-12,ABC Foodmart - Tribeca,2025-05-26 00:00,2025-05-26 00:00,dry goods,15.19
"Galvan, Lori","Cooper, Robert",lori.galvan@abcfoodmart.com,2022-05-24,ABC Foodmart - Tribeca,2023-06-16 00:00,2023-06-16 00:00,cashier,16.92
"Kerr, Jason","Williams, Gina",jason.kerr@abcfoodmart.com,2022-11-21,ABC Foodmart - Bay Ridge,2024-03-15 00:00,2024-03-15 00:00,dry goods,19.42
"Jessica, Ms.","Hoffman, Tina",ms..jessica@abcfoodmart.com,2022-06-10,ABC Foodmart - DUMBO,2023-09-22 00:00,2023-09-22 00:00,seafood,18.12
"Eric, Mr.","David, Mr.",mr..eric@abcfoodmart.com,2022-09-02,ABC Foodmart - Bay Ridge,2023-08-05 00:00,2023-08-05 00:00,fresh produce,17.35
"Brown, Lisa","Ellis, Grant",lisa.brown@abcfoodmart.com,2022-08-18,ABC Foodmart - DUMBO,2023-10-31 00:00,2023-10-31 00:00,cashier,19.15
"Owens, Jeffrey","Carter, Karen",jeffrey.owens@abcfoodmart.com,2022-05-03,ABC Foodmart - Tribeca,2023-03-10 00:00,2023-03-10 00:00,cashier,17.27
"Moore, Jason","Williams, Gina",jason.moore@abcfoodmart.com,2023-07-11,ABC Foodmart - DUMBO,2024-08-02 00:00,2024-08-02 00:00,pharmacy,16.50
"Thompson, Andrea","Farrell, Christopher",andrea.thompson@abcfoodmart.com,2023-01-06,ABC Foodmart - Whitestone,2024-04-13 00:00,2024-04-13 00:00,cashier,19.22
"Pena, Johnathan","Waller, Chad",johnathan.pena@abcfoodmart.com,2023-02-22,ABC Foodmart - Whitestone,2024-05-03 00:00,2024-05-03 00:00,meats,18.55
"Spears, Erin","Farrell, Christopher",erin.spears@abcfoodmart.com,2023-07-30,ABC Foodmart - Staten Island,2024-12-15 00:00,2024-12-15 00:00,cashier,15.98
"Warren, Timothy","Carter, Karen",timothy.warren@abcfoodmart.com,2022-12-27,ABC Foodmart - Staten Island,2024-09-18 00:00,2024-09-18 00:00,seafood,17.91
"Riley, Ashley","Johnston, William",ashley.riley@abcfoodmart.com,2022-08-17,ABC Foodmart - Staten Island,2024-02-17 00:00,2024-02-17 00:00,dry goods,12.43
"Owens, Jeffrey","Hoffman, Tina",jeffrey.owens@abcfoodmart.com,2022-05-03,ABC Foodmart - Whitestone,2023-03-30 00:00,2023-03-30 00:00,deli,18.18
"Horton, Ashley","Compton, Jeffrey",ashley.horton@abcfoodmart.com,2024-01-24,ABC Foodmart - Staten Island,2025-05-19 00:00,2025-05-19 00:00,frozen foods,13.89
"Vasquez, Peter","Moran, John",peter.vasquez@abcfoodmart.com,2023-01-05,ABC Foodmart - Bay Ridge,2024-03-02 00:00,2024-03-02 00:00,meats,14.47
"Love, Thomas","Moran, John",thomas.love@abcfoodmart.com,2024-02-18,ABC Foodmart - DUMBO,2025-09-11 00:00,2025-09-11 00:00,deli,18.39
"Spears, Erin","Waller, Chad",erin.spears@abcfoodmart.com,2023-07-30,ABC Foodmart - Tribeca,2025-01-09 00:00,2025-01-09 00:00,dry goods,14.08
"Love, Thomas","Compton, Jeffrey",thomas.love@abcfoodmart.com,2024-02-18,ABC Foodmart - Whitestone,2025-09-29 00:00,2025-09-29 00:00,floral,15.52
"Long, Kirsten","Flores, Angela",kirsten.long@abcfoodmart.com,2024-02-24,ABC Foodmart - DUMBO,2025-07-12 00:00,2025-07-12 00:00,deli,16.34
"Mckinney, Marcus","Farrell, Christopher",marcus.mckinney@abcfoodmart.com,2022-08-14,ABC Foodmart - Staten Island,2024-03-17 00:00,2024-03-17 00:00,fresh produce,15.20
"Dodson, Courtney","Farrell, Christopher",courtney.dodson@abcfoodmart.com,2023-01-10,ABC Foodmart - Whitestone,2024-05-18 00:00,2024-05-18 00:00,deli,14.49
"Hughes, Christopher","Flores, Angela",christopher.hughes@abcfoodmart.com,2022-09-01,ABC Foodmart - Whitestone,2024-03-11 00:00,2024-03-11 00:00,seafood,13.44
"Spears, Erin","Farrell, Christopher",erin.spears@abcfoodmart.com,2023-07-30,ABC Foodmart - Staten Island,2025-02-02 00:00,2025-02-02 00:00,pharmacy,19.00
"White, Kenneth","Flores, Angela",kenneth.white@abcfoodmart.com,2023-01-22,ABC Foodmart - Whitestone,2024-12-30 00:00,2024-12-30 00:00,floral,16.64
"Carroll, Eric","David, Mr.",eric.carroll@abcfoodmart.com,2022-12-26,ABC Foodmart - Staten Island,2024-07-01 00:00,2024-07-01 00:00,meats,12.47
"Church, Joshua","Waller, Chad",joshua.church@abcfoodmart.com,2024-03-03,ABC Foodmart - Tribeca,2025-07-28 00:00,2025-07-28 00:00,frozen foods,13.51
"Day, Natasha","David, Mr.",natasha.day@abcfoodmart.com,2023-08-02,ABC Foodmart - Bay Ridge,2024-06-18 00:00,2024-06-18 00:00,dairy,18.96
"Blanchard, Ricky","David, Mr.",ricky.blanchard@abcfoodmart.com,2023-05-23,ABC Foodmart - Whitestone,2024-07-29 00:00,2024-07-29 00:00,floral,14.78
"Tate, Harry","David, Mr.",harry.tate@abcfoodmart.com,2022-09-18,ABC Foodmart - DUMBO,2023-12-29 00:00,2023-12-29 00:00,bakery,16.58
"Pena, Johnathan","Ellis, Grant",johnathan.pena@abcfoodmart.com,2023-02-22,ABC Foodmart - Staten Island,2024-05-18 00:00,2024-05-18 00:00,bakery,14.32
"Jessica, Ms.","Johnston, William",ms..jessica@abcfoodmart.com,2022-06-10,ABC Foodmart - DUMBO,2023-10-11 00:00,2023-10-11 00:00,deli,16.23
"Conrad, Frederick","Carter, Karen",frederick.conrad@abcfoodmart.com,2023-11-24,ABC Foodmart - DUMBO,2025-07-06 00:00,2025-07-06 00:00,cashier,12.05
"Moon, James","David, Mr.",james.moon@abcfoodmart.com,2023-10-20,ABC Foodmart - Bay Ridge,2024-12-12 00:00,2024-12-12 00:00,fresh produce,16.49
"Randolph, Emily","Flores, Angela",emily.randolph@abcfoodmart.com,2023-03-09,ABC Foodmart - Staten Island,2024-05-28 00:00,2024-05-28 00:00,meats,15.03
"Campbell, Bethany","Moran, John",bethany.campbell@abcfoodmart.com,2023-10-07,ABC Foodmart - Tribeca,2024-10-10 00:00,2024-10-10 00:00,deli,12.76
"Wells, Monica","Moran, John",monica.wells@abcfoodmart.com,2024-03-12,ABC Foodmart - Whitestone,2025-05-15 00:00,2025-05-15 00:00,customer service,13.10
"Harrell, Angie","Moran, John",angie.harrell@abcfoodmart.com,2023-06-01,ABC Foodmart - Bay Ridge,2024-06-25 00:00,2024-06-25 00:00,deli,14.41
"Riley, Ashley","David, Mr.",ashley.riley@abcfoodmart.com,2022-08-17,ABC Foodmart - Bay Ridge,2024-03-09 00:00,2024-03-09 00:00,meats,12.93
"Ellis, Lauren","Ellis, Grant",lauren.ellis@abcfoodmart.com,2022-10-22,ABC Foodmart - DUMBO,2024-02-11 00:00,2024-02-11 00:00,bakery,12.38
"Horton, Ashley","Flores, Angela",ashley.horton@abcfoodmart.com,2024-01-24,ABC Foodmart - Bay Ridge,2025-06-16 00:00,2025-06-16 00:00,deli,17.88
"Owens, Jeffrey","Williams, Gina",jeffrey.owens@abcfoodmart.com,2022-05-03,ABC Foodmart - Tribeca,2023-04-02 00:00,2023-04-02 00:00,bakery,12.04
"Johnson, Samantha","Farrell, Christopher",samantha.johnson@abcfoodmart.com,2023-01-16,ABC Foodmart - DUMBO,2024-08-09 00:00,2024-08-09 00:00,bakery,18.47
"Meyer, James","David, Mr.",james.meyer@abcfoodmart.com,2022-05-02,ABC Foodmart - Staten Island,2023-12-11 00:00,2023-12-11 00:00,bakery,12.51
"Campbell, Brittany","Williams, Gina",brittany.campbell@abcfoodmart.com,2023-03-25,ABC Foodmart - DUMBO,2024-07-13 00:00,2024-07-13 00:00,dairy,18.10
"Manning, Maria","Farrell, Christopher",maria.manning@abcfoodmart.com,2022-11-16,ABC Foodmart - Bay Ridge,2024-02-16 00:00,2024-02-16 00:00,seafood,13.58
"Spears, Erin","Hoffman, Tina",erin.spears@abcfoodmart.com,2023-07-30,ABC Foodmart - Staten Island,2025-02-12 00:00,2025-02-12 00:00,pharmacy,13.97
"Jones, Michael","Ellis, Grant",michael.jones@abcfoodmart.com,2023-01-19,ABC Foodmart - DUMBO,2023-12-13 00:00,2023-12-13 00:00,floral,16.94
"Mckenzie, William","Moran, John",william.mckenzie@abcfoodmart.com,2023-01-04,ABC Foodmart - DUMBO,2024-04-10 00:00,2024-04-10 00:00,dairy,16.51
"Chen, Kathleen","Hoffman, Tina",kathleen.chen@abcfoodmart.com,2024-02-03,ABC Foodmart - DUMBO,2024-12-27 00:00,2024-12-27 00:00,dry goods,19.37
"Tate, Harry","Carter, Karen",harry.tate@abcfoodmart.com,2022-09-18,ABC Foodmart - DUMBO,2024-01-16 00:00,2024-01-16 00:00,dry goods,17.80
"White, Kenneth","Carter, Karen",kenneth.white@abcfoodmart.com,2023-01-22,ABC Foodmart - DUMBO,2025-01-06 00:00,2025-01-06 00:00,dairy,12.26
"Moore, Jason","Cooper, Robert",jason.moore@abcfoodmart.com,2023-07-11,ABC Foodmart - Whitestone,2024-08-29 00:00,2024-08-29 00:00,meats,16.47
"Blanchard, Ricky","Farrell, Christopher",ricky.blanchard@abcfoodmart.com,2023-05-23,ABC Foodmart - Tribeca,2024-08-23 00:00,2024-08-23 00:00,customer service,19.52
"Hayes, Brandon","Williams, Gina",brandon.hayes@abcfoodmart.com,2022-09-28,ABC Foodmart - Staten Island,2023-10-24 00:00,2023-10-24 00:00,dry goods,12.68
"Chen, Kathleen","Ellis, Grant",kathleen.chen@abcfoodmart.com,2024-02-03,ABC Foodmart - Bay Ridge,2025-01-20 00:00,2025-01-20 00:00,fresh produce,16.73
"Horton, Ashley","Carter, Karen",ashley.horton@abcfoodmart.com,2024-01-24,ABC Foodmart - Bay Ridge,2025-06-21 00:00,2025-06-21 00:00,dry goods,17.90
"Hernandez, Michael","Hoffman, Tina",michael.hernandez@abcfoodmart.com,2022-05-24,ABC Foodmart - Whitestone,2024-01-27 00:00,2024-01-27 00:00,customer service,16.91
"Bennett, Alec","Ellis, Grant",alec.bennett@abcfoodmart.com,2023-10-03,ABC Foodmart - DUMBO,2024-08-24 00:00,2024-08-24 00:00,bakery,17.50
"Ellis, Lauren","Compton, Jeffrey",lauren.ellis@abcfoodmart.com,2022-10-22,ABC Foodmart - Tribeca,2024-02-16 00:00,2024-02-16 00:00,seafood,18.91
"Golden, Laurie","Waller, Chad",laurie.golden@abcfoodmart.com,2023-12-23,ABC Foodmart - Whitestone,2024-10-09 00:00,2024-10-09 00:00,pharmacy,12.91
"Colon, Lindsey","Flores, Angela",lindsey.colon@abcfoodmart.com,2023-02-16,ABC Foodmart - Tribeca,2024-10-08 00:00,2024-10-08 00:00,dairy,18.00
"Love, Thomas","Hoffman, Tina",thomas.love@abcfoodmart.com,2024-02-18,ABC Foodmart - Tribeca,2025-10-27 00:00,2025-10-27 00:00,pharmacy,15.56
"Dodson, Courtney","Farrell, Christopher",courtney.dodson@abcfoodmart.com,2023-01-10,ABC Foodmart - Tribeca,2024-06-04 00:00,2024-06-04 00:00,pharmacy,13.04
"Chen, Kathleen","Johnston, William",kathleen.chen@abcfoodmart.com,2024-02-03,ABC Foodmart - Whitestone,2025-01-28 00:00,2025-01-28 00:00,fresh produce,18.58
"Dodson, Courtney","Hoffman, Tina",courtney.dodson@abcfoodmart.com,2023-01-10,ABC Foodmart - Bay Ridge,2024-07-02 00:00,2024-07-02 00:00,deli,16.83
"Day, Natasha","Ellis, Grant",natasha.day@abcfoodmart.com,2023-08-02,ABC Foodmart - Tribeca,2024-06-28 00:00,2024-06-28 00:00,seafood,14.74
"Martin, Monica","Moran, John",monica.martin@abcfoodmart.com,2023-11-23,ABC Foodmart - DUMBO,2025-07-01 00:00,2025-07-01 00:00,bakery,18.63
"Love, Thomas","David, Mr.",thomas.love@abcfoodmart.com,2024-02-18,ABC Foodmart - Whitestone,2025-11-06 00:00,2025-11-06 00:00,dry goods,14.70
"Brown, Lisa","Ellis, Grant",lisa.brown@abcfoodmart.com,2022-08-18,ABC Foodmart - Staten Island,2023-11-17 00:00,2023-11-17 00:00,seafood,15.95
"Glover, Michelle","Farrell, Christopher",michelle.glover@abcfoodmart.com,2022-08-25,ABC Foodmart - Staten Island,2024-01-09 00:00,2024-01-09 00:00,frozen foods,17.34
"Chambers, Jeffrey","Waller, Chad",jeffrey.chambers@abcfoodmart.com,2022-09-29,ABC Foodmart - DUMBO,2023-11-13 00:00,2023-11-13 00:00,floral,14.98
"Bradley, Rita","Flores, Angela",rita.bradley@abcfoodmart.com,2023-08-06,ABC Foodmart - Bay Ridge,2024-09-23 00:00,2024-09-23 00:00,fresh produce,18.51
"Day, Natasha","Waller, Chad",natasha.day@abcfoodmart.com,2023-08-02,ABC Foodmart - Whitestone,2024-07-22 00:00,2024-07-22 00:00,bakery,12.28
"Jackson, Gary","Farrell, Christopher",gary.jackson@abcfoodmart.com,2022-09-08,ABC Foodmart - DUMBO,2023-07-25 00:00,2023-07-25 00:00,dairy,16.14
"Myers, Gary","Hoffman, Tina",gary.myers@abcfoodmart.com,2023-10-13,ABC Foodmart - Staten Island,2024-09-05 00:00,2024-09-05 00:00,meats,15.81
"Roach, Christine","Farrell, Christopher",christine.roach@abcfoodmart.com,2023-10-15,ABC Foodmart - Bay Ridge,2024-11-23 00:00,2024-11-23 00:00,fresh produce,14.68
"Moore, Jason","Ellis, Grant",jason.moore@abcfoodmart.com,2023-07-11,ABC Foodmart - Whitestone,2024-09-23 00:00,2024-09-23 00:00,seafood,17.27
"Carroll, Eric","Waller, Chad",eric.carroll@abcfoodmart.com,2022-12-26,ABC Foodmart - Staten Island,2024-07-15 00:00,2024-07-15 00:00,bakery,19.07
"Harrell, Angie","Ellis, Grant",angie.harrell@abcfoodmart.com,2023-06-01,ABC Foodmart - Tribeca,2024-07-14 00:00,2024-07-14 00:00,deli,18.81
"Williams, Michael","Flores, Angela",michael.williams@abcfoodmart.com,2023-06-11,ABC Foodmart - Tribeca,2024-09-05 00:00,2024-09-05 00:00,meats,15.32
"Eric, Mr.","Hoffman, Tina",mr..eric@abcfoodmart.com,2022-09-02,ABC Foodmart - Whitestone,2023-08-13 00:00,2023-08-13 00:00,fresh produce,16.99
"Wood, Joshua","Moran, John",joshua.wood@abcfoodmart.com,2022-11-26,ABC Foodmart - Tribeca,2024-07-20 00:00,2024-07-20 00:00,dairy,13.21
"Thompson, Matthew","David, Mr.",matthew.thompson@abcfoodmart.com,2022-04-22,ABC Foodmart - DUMBO,2023-05-28 00:00,2023-05-28 00:00,fresh produce,13.90
"Sosa, David","Williams, Gina",david.sosa@abcfoodmart.com,2023-07-27,ABC Foodmart - Bay Ridge,2025-01-02 00:00,2025-01-02 00:00,cashier,19.17
"Gardner, Laura","David, Mr.",laura.gardner@abcfoodmart.com,2023-09-04,ABC Foodmart - Tribeca,2025-02-10 00:00,2025-02-10 00:00,deli,13.64
"Gross, Andrew","Johnston, William",andrew.gross@abcfoodmart.com,2022-04-30,ABC Foodmart - Staten Island,2023-05-12 00:00,2023-05-12 00:00,customer service,15.33
"Wood, Joshua","Cooper, Robert",joshua.wood@abcfoodmart.com,2022-11-26,ABC Foodmart - Staten Island,2024-07-29 00:00,2024-07-29 00:00,bakery,18.13
"Love, Thomas","Flores, Angela",thomas.love@abcfoodmart.com,2024-02-18,ABC Foodmart - DUMBO,2025-12-02 00:00,2025-12-02 00:00,meats,13.52
"Harrell, Angie","Johnston, William",angie.harrell@abcfoodmart.com,2023-06-01,ABC Foodmart - Bay Ridge,2024-07-15 00:00,2024-07-15 00:00,cashier,14.88
"Waters, Julie","Flores, Angela",julie.waters@abcfoodmart.com,2023-05-20,ABC Foodmart - Bay Ridge,2024-07-02 00:00,2024-07-02 00:00,customer service,13.70
"Jackson, Gary","Cooper, Robert",gary.jackson@abcfoodmart.com,2022-09-08,ABC Foodmart - Staten Island,2023-08-22 00:00,2023-08-22 00:00,fresh produce,19.25
"Riley, Ashley","Waller, Chad",ashley.riley@abcfoodmart.com,2022-08-17,ABC Foodmart - Tribeca,2024-04-02 00:00,2024-04-02 00:00,seafood,17.52
"Day, Natasha","Johnston, William",natasha.day@abcfoodmart.com,2023-08-02,ABC Foodmart - Bay Ridge,2024-07-28 00:00,2024-07-28 00:00,deli,16.94
"Jones, Christopher","Carter, Karen",christopher.jones@abcfoodmart.com,2022-05-19,ABC Foodmart - Whitestone,2023-09-21 00:00,2023-09-21 00:00,customer service,17.62
"Burns, Kendra","Hoffman, Tina",kendra.burns@abcfoodmart.com,2022-12-13,ABC Foodmart - Bay Ridge,2024-05-24 00:00,2024-05-24 00:00,cashier,17.23
"Wilson, Jill","Moran, John",jill.wilson@abcfoodmart.com,2022-12-06,ABC Foodmart - DUMBO,2024-06-08 00:00,2024-06-08 00:00,cashier,13.01
"Hernandez, Michael","Waller, Chad",michael.hernandez@abcfoodmart.com,2022-05-24,ABC Foodmart - Tribeca,2024-01-28 00:00,2024-01-28 00:00,customer service,16.41
"Torres, Steven","Carter, Karen",steven.torres@abcfoodmart.com,2023-05-10,ABC Foodmart - Staten Island,2024-07-22 00:00,2024-07-22 00:00,deli,12.51
"Hernandez, Michael","Waller, Chad",michael.hernandez@abcfoodmart.com,2022-05-24,ABC Foodmart - DUMBO,2024-02-02 00:00,2024-02-02 00:00,fresh produce,16.14
"Bryan, Mr.","Carter, Karen",mr..bryan@abcfoodmart.com,2023-08-26,ABC Foodmart - Whitestone,2025-01-21 00:00,2025-01-21 00:00,customer service,19.11
"Shah, Amanda","Carter, Karen",amanda.shah@abcfoodmart.com,2023-10-07,ABC Foodmart - Staten Island,2025-01-19 00:00,2025-01-19 00:00,seafood,17.95
"Glover, Michelle","Carter, Karen",michelle.glover@abcfoodmart.com,2022-08-25,ABC Foodmart - DUMBO,2024-01-27 00:00,2024-01-27 00:00,deli,13.76
"Warren, Timothy","Carter, Karen",timothy.warren@abcfoodmart.com,2022-12-27,ABC Foodmart - Tribeca,2024-10-09 00:00,2024-10-09 00:00,meats,17.07
"Terri, Mrs.","Moran, John",mrs..terri@abcfoodmart.com,2022-09-23,ABC Foodmart - DUMBO,2024-02-27 00:00,2024-02-27 00:00,frozen foods,18.65
"Kramer, Veronica","Williams, Gina",veronica.kramer@abcfoodmart.com,2023-03-28,ABC Foodmart - DUMBO,2024-08-15 00:00,2024-08-15 00:00,dry goods,13.97
"Burns, Kendra","Carter, Karen",kendra.burns@abcfoodmart.com,2022-12-13,ABC Foodmart - Staten Island,2024-06-12 00:00,2024-06-12 00:00,customer service,14.42
"Long, Kirsten","Moran, John",kirsten.long@abcfoodmart.com,2024-02-24,ABC Foodmart - Bay Ridge,2025-08-05 00:00,2025-08-05 00:00,frozen foods,16.79
"Jacobs, Brenda","Flores, Angela",brenda.jacobs@abcfoodmart.com,2024-02-09,ABC Foodmart - Bay Ridge,2025-03-29 00:00,2025-03-29 00:00,bakery,17.64
"Martin, Monica","Ellis, Grant",monica.martin@abcfoodmart.com,2023-11-23,ABC Foodmart - Whitestone,2025-07-16 00:00,2025-07-16 00:00,bakery,16.21
"Nguyen, Richard","David, Mr.",richard.nguyen@abcfoodmart.com,2022-09-27,ABC Foodmart - Whitestone,2024-02-10 00:00,2024-02-10 00:00,floral,18.89
"Bennett, Alec","Williams, Gina",alec.bennett@abcfoodmart.com,2023-10-03,ABC Foodmart - Staten Island,2024-09-15 00:00,2024-09-15 00:00,deli,15.42
"Carroll, Eric","Flores, Angela",eric.carroll@abcfoodmart.com,2022-12-26,ABC Foodmart - Whitestone,2024-07-19 00:00,2024-07-19 00:00,dry goods,19.52
"Owens, Jeffrey","Flores, Angela",jeffrey.owens@abcfoodmart.com,2022-05-03,ABC Foodmart - Bay Ridge,2023-04-28 00:00,2023-04-28 00:00,cashier,14.97
"Shah, Amanda","Hoffman, Tina",amanda.shah@abcfoodmart.com,2023-10-07,ABC Foodmart - DUMBO,2025-01-30 00:00,2025-01-30 00:00,seafood,19.63
"Jones, Evelyn","Ellis, Grant",evelyn.jones@abcfoodmart.com,2024-02-25,ABC Foodmart - Bay Ridge,2025-05-27 00:00,2025-05-27 00:00,customer service,15.14
